match_id,player_id,card_team1,schedule_team1,card_score,schedule_score,owner_side_in_schedule,card_label,schedule_winner,same_order,owner_first_on_card,label_agrees
98bdde72-766a-4194-9fc6-ad074747233a,4ea58301-befa-4fac-8bca-101214a186c8,Niti Mehta / Alisha Aggarwal,Niti Mehta / Alisha Aggarwal,8-0,8-0,1.0,Win,1.0,True,True,True
2db86115-7621-4fa8-bbb9-ec7bddc68a32,4ea58301-befa-4fac-8bca-101214a186c8,Niti Mehta / Alisha Aggarwal,Niti Mehta / Alisha Aggarwal,8-0,8-0,1.0,Win,1.0,True,True,True
fa44e95c-37f6-4d29-a4e0-30b3488d196c,4ea58301-befa-4fac-8bca-101214a186c8,Niti Mehta / Alisha Aggarwal,Niti Mehta / Alisha Aggarwal,"6-0, 6-4","6-0, 6-4",1.0,Win,1.0,True,True,True
8665635f-e1e9-4951-a911-5222e1f8b351,4f7ba08a-4a68-434d-9eeb-bec99296fe6f,Rahul Sachdeva / Jason Pereira,Burhan Contractor / Advaith Anoop,1-8,8-1,2.0,Loss,1.0,False,True,True
620eb58e-d91d-4a90-b5e2-8f8bb682963d,4f7ba08a-4a68-434d-9eeb-bec99296fe6f,Rahul Sachdeva / Jason Pereira,Chirag Gaikwad / Harman Singh Tur,1-8,8-1,2.0,Loss,1.0,False,True,True
2f275c7b-6a18-47f3-b8f9-e38c675e37d7,4f7ba08a-4a68-434d-9eeb-bec99296fe6f,Rahul Sachdeva / Jason Pereira,Ronak Daftary / Anirudh Jain,1-8,8-1,2.0,Loss,1.0,False,True,True
fbeeb918-0986-4dce-80f8-e53ea737c1ca,4fd7e826-a45c-45c1-974d-781f0cfc0621,Shelton Mathew / Vishnu Shetty,Shelton Mathew / Vishnu Shetty,,,1.0,Win,1.0,True,True,True
3ab9f696-daff-4f10-b023-04c8140cd69f,4fd7e826-a45c-45c1-974d-781f0cfc0621,Shelton Mathew / Vishnu Shetty,Shelton Mathew / Vishnu Shetty,8-1,8-1,1.0,Win,1.0,True,True,True
1c9acab4-6a7a-49b4-b352-ca1abbbed6aa,4fd7e826-a45c-45c1-974d-781f0cfc0621,Shelton Mathew / Vishnu Shetty,Arnav Sanjeev / Sahil Kaushal,2-8,8-2,2.0,Loss,1.0,False,True,True
d2b9d0e8-64b3-4da3-a540-b05d00b6923c,4fd7e826-a45c-45c1-974d-781f0cfc0621,Shelton Mathew / Vishnu Shetty,Udhay Mahajan / Mayank Oberoi,0-9,9-0,2.0,Loss,1.0,False,True,True
b833fe8a-b2a1-4a6c-bd96-2ca57c7e6219,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Siddhant Gupta / Aman Makan,Siddhant Gupta / Aman Makan,8-6,8-6,1.0,Win,1.0,True,True,True
9eaec017-cb19-4cae-833d-df112e51bba0,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Siddhant Gupta / Aman Makan,Siddhant Gupta / Aman Makan,8-0,8-0,1.0,Win,1.0,True,True,True
72717ee2-f726-4d2a-abb2-8dc3495917c4,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Siddhant Gupta / Aman Makan,Siddhant Gupta / Aman Makan,8-0,8-0,1.0,Win,1.0,True,True,True
da42261d-6e28-4606-99d6-d8a47a483028,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Siddhant Gupta / Aman Makan,Siddhant Gupta / Aman Makan,9-3,9-3,1.0,Win,1.0,True,True,True
65e45209-0e5a-43e3-9fb6-c442bec81708,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Siddhant Gupta / Aman Makan,Muhammed Ajmal / Aravind Kannan,9-5,5-9,2.0,Win,2.0,False,True,True
87daa593-717b-43fe-a33b-b156d1212c06,501de0a7-5fb6-460c-9209-2cb9e1c6ab7d,Siddhant Gupta / Aman Makan,Siddhant Gupta / Aman Makan,"6-2, 6-1","6-2, 6-1",1.0,Win,1.0,True,True,True
c7edbd2f-c4a5-4c2a-95c6-b2ecfc53c079,50389e26-ef8f-483a-a55a-97f02076536c,Sahil Dhingra / Maurya Nagpal,Sahil Dhingra / Maurya Nagpal,8-7,8-7,1.0,Win,1.0,True,True,True
97ba3dcc-c68a-493d-b433-7a3f07ffddfb,50389e26-ef8f-483a-a55a-97f02076536c,Sahil Dhingra / Maurya Nagpal,Sahil Dhingra / Maurya Nagpal,0-8,0-8,1.0,Loss,2.0,True,True,True
fd7483c2-c4b1-4cc4-ae7b-b2f4d436c94d,50389e26-ef8f-483a-a55a-97f02076536c,Sahil Dhingra / Maurya Nagpal,Gautam Kaushal / Aman Goyal,5-8,8-5,2.0,Loss,1.0,False,True,True
5cb8c9d5-4109-4a82-9a2d-bb615764008a,516fd38b-6201-44a3-8106-4f7f7425fe74,Neeti Nayak / Urmi Kothari,Neeti Nayak / Urmi Kothari,2-8,2-8,1.0,Loss,2.0,True,True,True
440d6fb3-4d19-493d-b576-05ac6ddfb9c0,516fd38b-6201-44a3-8106-4f7f7425fe74,Neeti Nayak / Urmi Kothari,Neeti Nayak / Urmi Kothari,6-8,6-8,1.0,Loss,2.0,True,True,True
16f039f2-99dc-4a87-9f5a-16a15cc3850f,523ad7a9-7183-4c35-ab10-58045485d4bb,Pratik Bhatia / Kaustubh Thakur,Anshul Gosavi / Ronak Talati,8-1,1-8,2.0,Win,2.0,False,True,True
2204f2d8-942c-484e-b7f0-65fecab6957a,523ad7a9-7183-4c35-ab10-58045485d4bb,Pratik Bhatia / Kaustubh Thakur,Pratik Bhatia / Kaustubh Thakur,8-3,8-3,1.0,Win,1.0,True,True,True
0b0f0ff8-9304-459a-998d-5c0ce28e2227,523ad7a9-7183-4c35-ab10-58045485d4bb,Pratik Bhatia / Kaustubh Thakur,Vansh Bhagtani / Yash Nagdev,9-8,8-9,2.0,Win,2.0,False,True,True
5e3b1bb4-d557-47c5-93eb-4f454d414336,523ad7a9-7183-4c35-ab10-58045485d4bb,Pratik Bhatia / Kaustubh Thakur,Siddharth Kadam / Ishan Jindal,"6-3, 6-4","3-6, 4-6",2.0,Win,2.0,False,True,True
f68b8040-7822-4f7c-9477-c20c0588a55b,523ad7a9-7183-4c35-ab10-58045485d4bb,Pratik Bhatia / Kaustubh Thakur,Pratik Bhatia / Kaustubh Thakur,"0-6, 3-6","0-6, 3-6",1.0,Loss,2.0,True,True,True
ad55fa45-bd82-41fa-902e-071b3b821657,531b4b75-e3cf-439f-a0fb-5e83867deff8,Aryan Hemdev / Samar Malhotra,Aryan Hemdev / Samar Malhotra,8-0,8-0,1.0,Win,1.0,True,True,True
9e2d4aad-4632-4ac8-87eb-16ef4a6a06a4,531b4b75-e3cf-439f-a0fb-5e83867deff8,Aryan Hemdev / Samar Malhotra,Aryan Hemdev / Samar Malhotra,8-7,8-7,1.0,Win,1.0,True,True,True
9c459e44-b2ba-4b3b-b57b-b1d4ce8ab7c5,531b4b75-e3cf-439f-a0fb-5e83867deff8,Aryan Hemdev / Samar Malhotra,Aryan Hemdev / Samar Malhotra,8-5,8-5,1.0,Win,1.0,True,True,True
31bff183-822e-4835-a19b-6500b9c61184,531b4b75-e3cf-439f-a0fb-5e83867deff8,Aryan Hemdev / Samar Malhotra,Aryan Hemdev / Samar Malhotra,9-5,9-5,1.0,Win,1.0,True,True,True
d877e631-33ef-4a50-bb5c-c01be47e1484,531b4b75-e3cf-439f-a0fb-5e83867deff8,Aryan Hemdev / Samar Malhotra,Aryan Hemdev / Samar Malhotra,"6-4, 7-5","6-4, 7-5",1.0,Win,1.0,True,True,True
f5ba6f18-0b2c-41fa-bc27-af94a37b5767,531b4b75-e3cf-439f-a0fb-5e83867deff8,Aryan Hemdev / Samar Malhotra,Aditya Jagtap / Krishiv Patel,"6-3, 5-7, 1-6","3-6, 7-5, 6-1",2.0,Loss,1.0,False,True,True
dbf72f6c-06c3-4dcf-903f-a5ee6edc1a68,552316ca-e9d1-4efc-a4a6-c8cfec01f68d,Navroze Marshall / Subal Anand,Vijay Chhabria / Sidraj Shah,5-8,8-5,2.0,Loss,1.0,False,True,True
ad502ae1-3666-479b-ae46-7681fbbf7db8,552316ca-e9d1-4efc-a4a6-c8cfec01f68d,Navroze Marshall / Subal Anand,Navroze Marshall / Subal Anand,8-3,8-3,1.0,Win,1.0,True,True,True
64304167-b11b-4d01-a5ec-77a50b0443c1,553e7592-683c-4750-be8f-57098fc7d7bd,Anmol Malhotra / Yugantar Malhotra,Rhea Mathews / Joel Duarte,8-0,0-8,2.0,Win,2.0,False,True,True
39eb1f5f-d217-49a6-8600-469f9433a67b,553e7592-683c-4750-be8f-57098fc7d7bd,Tammana Kalra / Anmol Malhotra,Tammana Kalra / Anmol Malhotra,4-8,4-8,1.0,Loss,2.0,True,True,True
ce9d269c-94d1-4289-8f67-048b314e262b,553e7592-683c-4750-be8f-57098fc7d7bd,Tammana Kalra / Anmol Malhotra,Tammana Kalra / Anmol Malhotra,3-8,3-8,1.0,Loss,2.0,True,True,True
62273f9a-eb12-419b-a3e8-15432b3519a9,553e7592-683c-4750-be8f-57098fc7d7bd,Tammana Kalra / Anmol Malhotra,Mansi Malhotra / Rubani Sidhu,8-7,7-8,2.0,Win,2.0,False,True,True
31b24d18-4f8b-40f0-bed3-bd1e20eb7035,553e7592-683c-4750-be8f-57098fc7d7bd,Anmol Malhotra / Yugantar Malhotra,Namita Bal / Aditya Jagtap,0-8,8-0,2.0,Loss,1.0,False,True,True
1ce84c70-9176-4515-af2d-606ae86b0148,553e7592-683c-4750-be8f-57098fc7d7bd,Anmol Malhotra / Yugantar Malhotra,Tulsi Mehta / Samar Malhotra,2-9,9-2,2.0,Loss,1.0,False,True,True
f2dc0bce-d751-4d49-80f8-3e0e2d85cf26,557faef2-dc4d-4dc3-bee0-5516fc58358f,Priyesh Desai / Ryan Tham,Pratik Doshi / Harsh Parekh,6-8,8-6,2.0,Loss,1.0,False,True,True
2c84a691-0c5c-4b3c-ad57-7a88a7449a77,557faef2-dc4d-4dc3-bee0-5516fc58358f,Priyesh Desai / Ryan Tham,Atul Gupta / Ankit Doshi,2-8,8-2,2.0,Loss,1.0,False,True,True
353b85e8-c69c-4b37-90cb-7cf4cdfbc244,5602dbe5-4321-43e1-8b1c-e558a9fed127,Sandip Sabharwal / Saurabh Vijewargia,Sandip Sabharwal / Saurabh Vijewargia,8-5,8-5,1.0,Win,1.0,True,True,True
d7903731-3e77-4474-8c8c-2585961c5dfb,5602dbe5-4321-43e1-8b1c-e558a9fed127,Sandip Sabharwal / Saurabh Vijewargia,Sandip Sabharwal / Saurabh Vijewargia,2-8,2-8,1.0,Loss,2.0,True,True,True
2187aa27-a0b8-47b4-96b6-b7bfda6acfed,5602dbe5-4321-43e1-8b1c-e558a9fed127,Sandip Sabharwal / Saurabh Vijewargia,Vijay Chhabria / Rupen Jhaveri,1-8,8-1,2.0,Loss,1.0,False,True,True
2dccb055-2f9f-47fd-be73-f6ee2be6591d,56d2d7ff-1ad3-488b-9496-772430716c16,Bhavik Talreja / Rohan Maniar,Bhavik Talreja / Rohan Maniar,8-7,8-7,1.0,Win,1.0,True,True,True
7bf8d2f0-af3b-425b-a013-b82dace10520,56d2d7ff-1ad3-488b-9496-772430716c16,Bhavik Talreja / Rohan Maniar,Bhavik Talreja / Rohan Maniar,8-6,8-6,1.0,Win,1.0,True,True,True
f2639af2-86a7-40be-8273-584a812de6bc,56d2d7ff-1ad3-488b-9496-772430716c16,Bhavik Talreja / Rohan Maniar,Bhavik Talreja / Rohan Maniar,8-0,8-0,1.0,Win,1.0,True,True,True
58dcf08c-5b45-4b6a-a92d-029fb3c43e95,56d2d7ff-1ad3-488b-9496-772430716c16,Bhavik Talreja / Rohan Maniar,Shaan Javeri / Arjun Malhotra,9-5,5-9,2.0,Win,2.0,False,True,True
0b3a26c9-0524-46de-a2c1-06861a10f03d,56d2d7ff-1ad3-488b-9496-772430716c16,Bhavik Talreja / Rohan Maniar,Abhishek Yadev / Priyank Makwana,"2-6, 0-6","6-2, 6-0",2.0,Loss,1.0,False,True,True
fc284433-4413-4c91-8a64-9da568fa3c86,57930f5b-8782-4de1-b779-d757f0540e52,Shaan Javeri / Arjun Malhotra,Sahil Sharma / Umesh Padwal,8-1,1-8,2.0,Win,2.0,False,True,True
bb1c1ff3-019c-41f5-abe3-2fddb157090e,57930f5b-8782-4de1-b779-d757f0540e52,Shaan Javeri / Arjun Malhotra,Shaan Javeri / Arjun Malhotra,1-8,1-8,1.0,Loss,2.0,True,True,True
322bc724-5ff4-41be-9829-44c36fa287ab,57930f5b-8782-4de1-b779-d757f0540e52,Shaan Javeri / Arjun Malhotra,Shaan Javeri / Arjun Malhotra,8-7,8-7,1.0,Win,1.0,True,True,True
58dcf08c-5b45-4b6a-a92d-029fb3c43e95,57930f5b-8782-4de1-b779-d757f0540e52,Shaan Javeri / Arjun Malhotra,Shaan Javeri / Arjun Malhotra,5-9,5-9,1.0,Loss,2.0,True,True,True
b2a52d91-deff-4c8e-b442-b5793d94b3f0,57a2141d-40d8-46f5-80e4-11670644aaca,Sachin Thomas / Parthiv Anilkumar,George Pottamkulam / Amit Krishnan,5-8,8-5,2.0,Loss,1.0,False,True,True
768f0678-f72f-4419-b398-45282170de3e,57a2141d-40d8-46f5-80e4-11670644aaca,Sachin Thomas / Parthiv Anilkumar,Bijon Kanabar / Pranay Shetty,8-7,7-8,2.0,Win,2.0,False,True,True
44d82976-d394-4251-b84c-fb77b879d987,57a2141d-40d8-46f5-80e4-11670644aaca,Sachin Thomas / Parthiv Anilkumar,Arjun Raju / Ganesh Raj,5-9,9-5,2.0,Loss,1.0,False,True,True
d6ec3e20-23c0-4d1a-a718-e7875e260b24,5854e023-8f2c-4811-82ed-0e54efaf63ec,Rahul Motwani / Ishaan Choubal,Rahul Motwani / Ishaan Choubal,8-2,8-2,1.0,Win,1.0,True,True,True
65d6d075-f892-4b47-b01b-54582f53f795,5854e023-8f2c-4811-82ed-0e54efaf63ec,Rahul Motwani / Ishaan Choubal,Rahul Motwani / Ishaan Choubal,9-3,9-3,1.0,Win,1.0,True,True,True
d877e631-33ef-4a50-bb5c-c01be47e1484,5854e023-8f2c-4811-82ed-0e54efaf63ec,Rahul Motwani / Ishaan Choubal,Aryan Hemdev / Samar Malhotra,"4-6, 5-7","6-4, 7-5",2.0,Loss,1.0,False,True,True
5351a31b-a369-4cee-a079-af028e83d787,5864aa85-bcf0-49c8-b62e-15c7d244e576,Tanay Mehta / Jehan Mehta,Mihir Akolkar / Saish Shelkar,8-3,3-8,2.0,Win,2.0,False,True,True
d39726c0-f0ae-480c-a453-8de3b8cc55ae,5864aa85-bcf0-49c8-b62e-15c7d244e576,Tanay Mehta / Jehan Mehta,Manav Sreekumar / Omar Sumar,8-6,6-8,2.0,Win,2.0,False,True,True
21531498-a30e-4829-8692-652b9a4bb49f,5864aa85-bcf0-49c8-b62e-15c7d244e576,Tanay Mehta / Jehan Mehta,Aryan Hemdev / Porus Shroff,3-8,8-3,2.0,Loss,1.0,False,True,True
285971da-8e91-4f9c-8415-28fb85c611ef,5864aa85-bcf0-49c8-b62e-15c7d244e576,Tanay Mehta / Jehan Mehta,Chaitanya Shah / Aditya Jagtap,3-9,9-3,2.0,Loss,1.0,False,True,True
fe183e6f-53b5-46ce-bfa3-cff7e4fe7f15,58e20dcc-ea00-430a-b0bb-ca3e7f99ec7d,Habib Latif / Salman Damani,Nandish Shah / Farhan Patrawala,0-8,8-0,2.0,Loss,1.0,False,True,True
8b6dcfa9-56c3-4dd3-9316-a7e32e515cb8,58e20dcc-ea00-430a-b0bb-ca3e7f99ec7d,Habib Latif / Salman Damani,Habib Latif / Salman Damani,8-7,8-7,1.0,Win,1.0,True,True,True
1b747b02-55a5-4572-b3ad-f7ef5dae98e2,591d607a-18da-4552-a761-0a66271a2718,Shireen Mahajan / Sukhmani Grewal,Shireen Mahajan / Sukhmani Grewal,8-3,8-3,1.0,Win,1.0,True,True,True
946ee148-054e-4f74-a58a-1626ba3218aa,591d607a-18da-4552-a761-0a66271a2718,Shireen Mahajan / Sukhmani Grewal,Ritika Choudhary / Nupur Gupta,8-3,3-8,2.0,Win,2.0,False,True,True
ac56fbd7-2fb9-4c1e-836c-d48b127f77ef,591d607a-18da-4552-a761-0a66271a2718,Shireen Mahajan / Sukhmani Grewal,Shireen Mahajan / Sukhmani Grewal,9-2,9-2,1.0,Win,1.0,True,True,True
ecef1827-acee-44ab-9da2-7d8b3599c14f,591d607a-18da-4552-a761-0a66271a2718,Shireen Mahajan / Sukhmani Grewal,Shireen Mahajan / Sukhmani Grewal,"0-6, 3-6","0-6, 3-6",1.0,Loss,2.0,True,True,True
46f5dbe8-469f-410a-b690-471befb2cb36,5938a1b7-dfbe-4c9a-8eb1-4debd778d000,Ishan Maitreya / Anuj Vaghani,Ahmed Merchant / Abdul Rehman,8-0,0-8,2.0,Win,2.0,False,True,True
3b0e4c13-c133-41ac-9ae8-c2f9b1436b72,5938a1b7-dfbe-4c9a-8eb1-4debd778d000,Ishan Maitreya / Anuj Vaghani,Nandish Shah / Farhan Patrawala,3-9,9-3,2.0,Loss,1.0,False,True,True
cfad9065-e732-4e0a-8e37-02317b378de5,5938a1b7-dfbe-4c9a-8eb1-4debd778d000,Ishan Maitreya / Anuj Vaghani,Ishan Maitreya / Anuj Vaghani,8-6,8-6,1.0,Win,1.0,True,True,True
3cbf936c-df75-4d85-8701-3f39fa15c76c,5938a1b7-dfbe-4c9a-8eb1-4debd778d000,Ishan Maitreya / Anuj Vaghani,Ishan Maitreya / Anuj Vaghani,8-3,8-3,1.0,Win,1.0,True,True,True
1320c2f9-d0a4-4412-8894-28a7ec4c67a0,5938a1b7-dfbe-4c9a-8eb1-4debd778d000,Ishan Maitreya / Anuj Vaghani,Raghav Bansal / Karan Bansal,8-2,2-8,2.0,Win,2.0,False,True,True
55771c84-b310-4a48-88cb-c76eb6c352e1,5938a1b7-dfbe-4c9a-8eb1-4debd778d000,Ishan Maitreya / Anuj Vaghani,Ishan Maitreya / Anuj Vaghani,8-9,8-9,1.0,Loss,2.0,True,True,True
afa5a3b0-cfa6-4fc4-aa63-c3bb73222ef4,5b3d8985-ba2b-4840-96cb-df23c6bd1347,Aditya Jagtap / Krishiv Patel,Aditya Jagtap / Krishiv Patel,8-4,8-4,1.0,Win,1.0,True,True,True
d3825740-4837-47de-8680-2a1c300e35da,5b3d8985-ba2b-4840-96cb-df23c6bd1347,Aditya Jagtap / Krishiv Patel,Aditya Jagtap / Krishiv Patel,8-4,8-4,1.0,Win,1.0,True,True,True
d68d7f08-5edc-4b68-b5f2-ff9c3c17d0c1,5b3d8985-ba2b-4840-96cb-df23c6bd1347,Aditya Jagtap / Krishiv Patel,Aditya Jagtap / Krishiv Patel,8-1,8-1,1.0,Win,1.0,True,True,True
da789459-5359-4362-8f95-5401c118bd17,5b3d8985-ba2b-4840-96cb-df23c6bd1347,Aditya Jagtap / Krishiv Patel,Aditya Jagtap / Krishiv Patel,9-1,9-1,1.0,Win,1.0,True,True,True
3299e9e4-93f1-44c7-bc08-760b8d5152f2,5b3d8985-ba2b-4840-96cb-df23c6bd1347,Aditya Jagtap / Krishiv Patel,Aditya Jagtap / Krishiv Patel,"6-3, 6-2","6-3, 6-2",1.0,Win,1.0,True,True,True
1a2d6c10-9644-4f62-922d-8721a74b8fcc,5b3d8985-ba2b-4840-96cb-df23c6bd1347,Aditya Jagtap / Krishiv Patel,Aditya Jagtap / Krishiv Patel,"1-6, 4-6","1-6, 4-6",1.0,Loss,2.0,True,True,True
a9f98e2b-6049-4bda-9e40-6dc483a57e94,5b4e9c11-4974-4fcc-bd97-31bf8e12050d,Eshant Uppal / Sheriar Mazda,Tanveer Singh / Gandharv Bajaj,1-8,8-1,2.0,Loss,1.0,False,True,True
33f2aa08-01bc-4f86-9db2-4ee5b28d1e69,5b4e9c11-4974-4fcc-bd97-31bf8e12050d,Eshant Uppal / Sheriar Mazda,Suhail Kapur / Parth Bhatia,8-4,4-8,2.0,Win,2.0,False,True,True
dbe39b7f-95c4-4779-9068-e4f6c7aecdb7,5b4e9c11-4974-4fcc-bd97-31bf8e12050d,Eshant Uppal / Sheriar Mazda,Prateek Gambhir / Yugantar Malhotra,8-4,4-8,2.0,Win,2.0,False,True,True
6539ee95-bca8-4746-9a52-7ada24c658c2,5b4e9c11-4974-4fcc-bd97-31bf8e12050d,Eshant Uppal / Sheriar Mazda,Eshant Uppal / Sheriar Mazda,9-5,9-5,1.0,Win,1.0,True,True,True
29d731ef-362a-4e9c-94bb-ef1af289196e,5b4e9c11-4974-4fcc-bd97-31bf8e12050d,Eshant Uppal / Sheriar Mazda,Tammineedi Jayanth / Vineeth Mutyala,3-9,9-3,2.0,Loss,1.0,False,True,True
1401801d-5bbd-4a8a-9f4c-d90624375b92,5b6730d4-a1a1-4cd3-97ec-3423545be5cd,Kaiz Jaffer / Varun Dattani,Kaiz Jaffer / Varun Dattani,8-4,8-4,1.0,Win,1.0,True,True,True
31fe4ab9-5cc5-43c3-b16e-9d20d33e0189,5b6730d4-a1a1-4cd3-97ec-3423545be5cd,Kaiz Jaffer / Varun Dattani,Kaiz Jaffer / Varun Dattani,8-1,8-1,1.0,Win,1.0,True,True,True
2addffdf-5d74-4410-9c15-b6d1172cdcaa,5b6730d4-a1a1-4cd3-97ec-3423545be5cd,Kaiz Jaffer / Varun Dattani,Kaiz Jaffer / Varun Dattani,9-5,9-5,1.0,Win,1.0,True,True,True
1f6af0cd-da17-4f06-a093-2fe76f607814,5b6730d4-a1a1-4cd3-97ec-3423545be5cd,Kaiz Jaffer / Varun Dattani,Kaiz Jaffer / Varun Dattani,2-9,2-9,1.0,Loss,2.0,True,True,True
440d6fb3-4d19-493d-b576-05ac6ddfb9c0,5b68e925-0f23-4eb8-9dc9-c3f13a8a8813,Rebecca Puthumana / Deepthi J S,Neeti Nayak / Urmi Kothari,8-6,6-8,2.0,Win,2.0,False,True,True
f1f1b62c-83a5-4e7c-9faf-d351a20466c0,5b68e925-0f23-4eb8-9dc9-c3f13a8a8813,Rebecca Puthumana / Deepthi J S,Sareeka John / Shubha Abhilash,8-1,1-8,2.0,Win,2.0,False,True,True
b953b67f-570f-4f9d-978e-18521f0044c0,5b68e925-0f23-4eb8-9dc9-c3f13a8a8813,Rebecca Puthumana / Deepthi J S,Rebecca Puthumana / Deepthi J S,"6-4, 6-4","6-4, 6-4",1.0,Win,1.0,True,True,True
481151fa-59c3-4824-9aa7-23bab7683f25,5be919fd-b59b-45a5-b31e-8d1f8f20188b,Ashwati Ramesh / Karan Mehrotra,Amaya Kothari / Parth Bhatia,4-8,8-4,2.0,Loss,1.0,False,True,True
2a4e077c-805c-48eb-8cc2-501e6fef52d2,5be919fd-b59b-45a5-b31e-8d1f8f20188b,Ashwati Ramesh / Karan Mehrotra,Tulsi Mehta / Samar Malhotra,0-8,8-0,2.0,Loss,1.0,False,True,True
f574dec2-a8cc-43d9-a7fc-3487dbb6df1e,5be919fd-b59b-45a5-b31e-8d1f8f20188b,Ashwati Ramesh / Karan Mehrotra,Sonashe Bhatnagar / Siddharth Satheesan,1-8,8-1,2.0,Loss,1.0,False,True,True
39dc5c91-0e03-452c-b287-aab5d44db646,5d868212-b694-4b7c-9e87-8bbcdff3a37e,Vishal Thomas / Terence Thomas,Shaan Shah / Sandip Sabharwal,2-8,8-2,2.0,Loss,1.0,False,True,True
99234a0e-d119-48ca-b8ce-baef8ac9e992,5d868212-b694-4b7c-9e87-8bbcdff3a37e,Vishal Thomas / Terence Thomas,Vishal Thomas / Terence Thomas,8-1,8-1,1.0,Win,1.0,True,True,True
46bb7719-eca4-43d3-8f5a-37b123df3eba,5d868212-b694-4b7c-9e87-8bbcdff3a37e,Vishal Thomas / Terence Thomas,Vishal Thomas / Terence Thomas,8-1,8-1,1.0,Win,1.0,True,True,True
3c072869-7aae-4ffb-b978-daa51d12f024,5d868212-b694-4b7c-9e87-8bbcdff3a37e,Vishal Thomas / Terence Thomas,Arvind Sriram / Ananth Menon,1-9,9-1,2.0,Loss,1.0,False,True,True
c7edbd2f-c4a5-4c2a-95c6-b2ecfc53c079,5dd2f0f1-9e37-4f1b-9ed6-726f108ea1ea,Rayaprolu Sagar / Gopi Reddy,Sahil Dhingra / Maurya Nagpal,7-8,8-7,2.0,Loss,1.0,False,True,True
0ce933b4-45a7-4579-ac15-f72d346136db,5dd2f0f1-9e37-4f1b-9ed6-726f108ea1ea,Rayaprolu Sagar / Gopi Reddy,Gautam Kaushal / Aman Goyal,0-8,8-0,2.0,Loss,1.0,False,True,True
cbc51c60-d05b-41de-b054-b3e10710bcb1,5dd2f0f1-9e37-4f1b-9ed6-726f108ea1ea,Rayaprolu Sagar / Gopi Reddy,Vijay Aakash Nemakal / Shashank Tiwari,3-8,8-3,2.0,Loss,1.0,False,True,True
ad55fa45-bd82-41fa-902e-071b3b821657,5df49a33-22cb-4ac4-b03a-a075acfb5390,Ashish Khemlani / Arjun Gupta,Aryan Hemdev / Samar Malhotra,0-8,8-0,2.0,Loss,1.0,False,True,True
227b049a-4ea1-485d-9cbc-8d701e5027cb,5df49a33-22cb-4ac4-b03a-a075acfb5390,Ashish Khemlani / Arjun Gupta,Swaraj Deshmukh / Kaivalya Kalamse,1-8,8-1,2.0,Loss,1.0,False,True,True
76189941-f243-4a65-bbec-27c65975cf79,5df49a33-22cb-4ac4-b03a-a075acfb5390,Ashish Khemlani / Arjun Gupta,Krishna Teja Ankam / Gundlapalle Yaswanth Reddy,2-8,8-2,2.0,Loss,1.0,False,True,True
023505dd-5ab8-4e65-aba0-0592dafb0edc,5e02eee8-3dff-4b01-a9b2-62b430787c78,Lokesh Chhabra / Vaibhav Malik,Lokesh Chhabra / Vaibhav Malik,8-3,8-3,1.0,Win,1.0,True,True,True
6dfe2560-c197-4734-b1e3-19cf36b5f2c7,5e02eee8-3dff-4b01-a9b2-62b430787c78,Lokesh Chhabra / Vaibhav Malik,Lokesh Chhabra / Vaibhav Malik,5-8,5-8,1.0,Loss,2.0,True,True,True
d67ecd0d-5e2b-4463-86e2-dca1ea40b632,5e02eee8-3dff-4b01-a9b2-62b430787c78,Lokesh Chhabra / Vaibhav Malik,Suvir Singh / Teyjas Chaudhary,4-8,8-4,2.0,Loss,1.0,False,True,True
656cb675-5f02-48d3-89d1-061ca3267657,5e22ce04-3d81-4d0a-ae6b-7fba4bcea448,John Paul / Falib Jaleel,John Paul / Falib Jaleel,8-4,8-4,1.0,Win,1.0,True,True,True
b6294123-9662-414d-8695-a657ae6acb81,5e22ce04-3d81-4d0a-ae6b-7fba4bcea448,John Paul / Falib Jaleel,John Paul / Falib Jaleel,8-7,8-7,1.0,Win,1.0,True,True,True
2c1ab141-7979-4275-ad06-201854da2605,5e22ce04-3d81-4d0a-ae6b-7fba4bcea448,John Paul / Falib Jaleel,John Paul / Falib Jaleel,9-5,9-5,1.0,Win,1.0,True,True,True
8e547df4-6004-44c1-a0f1-8b2610bef116,5e22ce04-3d81-4d0a-ae6b-7fba4bcea448,John Paul / Falib Jaleel,Pranav Erinjery / Aldrith Fernandez,7-9,9-7,2.0,Loss,1.0,False,True,True
e6593a0f-4b44-4602-a50e-83b0bcd9c179,5e45411e-b0ef-4bea-b23f-c9a559a727dc,Anandita Parekh / Trishina Kirpalani,Vera desai / Tanushri Biyani,1-8,8-1,2.0,Loss,1.0,False,True,True
c58191c9-4ccc-4eaa-9d22-98d48e4460fa,5e45411e-b0ef-4bea-b23f-c9a559a727dc,Anandita Parekh / Trishina Kirpalani,Leesha Shah / Diu Somani,5-8,8-5,2.0,Loss,1.0,False,True,True
